"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.09,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(26.05,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-26.14,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(13,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(13.07,)","(0.0,)","(0.0,)","(0.0,)","(13,)","(0,)","(0,)","(0,)","(6,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(13.07,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(13,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(16,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(18,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(23,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-26.14,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(21,)","(0,)","(0,)","(0,)"
"(13,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(13.07,)","(0.0,)","(0.0,)","(0.0,)","(13,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(13.07,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(23,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(24,)","(0,)","(0,)","(0,)","(-7,)","(-6,)","(-6,)","(-6,)","(-1.45,)","(0.0,)","(0.07,)","(0.0,)","(24,)","(0,)","(0,)","(0,)","(25,)","(0,)","(0,)","(0,)"
"(205,)","(0,)","(0,)","(0,)","(-20,)","(-20,)","(-20,)","(-19,)","(180.44,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(25,)","(0,)","(0,)","(0,)"
"(166,)","(0,)","(0,)","(0,)","(-34,)","(-37,)","(-35,)","(-35,)","(-38.46,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(25,)","(0,)","(0,)","(0,)"
"(190,)","(0,)","(0,)","(0,)","(-34,)","(-39,)","(-37,)","(-38,)","(23.81,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(25,)","(0,)","(0,)","(0,)"
"(121,)","(0,)","(0,)","(0,)","(-23,)","(-27,)","(-26,)","(-26,)","(-69.26,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(25,)","(0,)","(0,)","(0,)"
"(121,)","(0,)","(0,)","(0,)","(-8,)","(-12,)","(-12,)","(-11,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(24,)","(0,)","(0,)","(0,)"
"(121,)","(0,)","(266,)","(0,)","(3,)","(3,)","(2,)","(3,)","(0.0,)","(0.0,)","(266.6,)","(0.0,)","('null',)","(0,)","('null',)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(25,)","(0,)","(266,)","(0,)","(5,)","(8,)","(7,)","(8,)","(-95.57,)","(0.07,)","(0.0,)","(0.0,)","(25,)","(0,)","('null',)","(0,)","(25,)","(0,)","(0,)","(0,)"
"(26,)","(52,)","(266,)","(0,)","(0,)","(2,)","(2,)","(3,)","(1.03,)","(52.21,)","(0.0,)","(0.0,)","(26,)","('null',)","('null',)","(0,)","(25,)","(0,)","(0,)","(0,)"
"(0,)","(52,)","(59,)","(0,)","(-1,)","(-3,)","(-2,)","(-2,)","(-26.67,)","(0.0,)","(-207.41,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(17,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(59,)","(0,)","(0,)","(-2,)","(-2,)","(-2,)","(0.0,)","(-52.29,)","(0.0,)","(0.0,)","(0,)","(0,)","('null',)","(0,)","(12,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(59,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","('null',)","(0,)","(10,)","(0,)","('null',)","(0,)"
"(5,)","(0,)","(59,)","(0,)","(0,)","(1,)","(0,)","(0,)","(5.56,)","(0.0,)","(0.0,)","(0.0,)","(5,)","(0,)","('null',)","(0,)","(9,)","(0,)","('null',)","(0,)"
"(38,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(32.54,)","(0.0,)","(-59.26,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(6,)","(0,)","(0,)","(0,)"
"(38,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-38.1,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(1,)","(1,)","(0,)","(7,)","(7,)","(6,)","(6,)","(0.0,)","(1.54,)","(2.0,)","(0.0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(1,)","(1,)","(0,)","(20,)","(21,)","(19,)","(20,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(1,)","(1,)","(0,)","(35,)","(37,)","(34,)","(35,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(1,)","(1,)","(0,)","(50,)","(53,)","(50,)","(52,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(1,)","(1,)","(0,)","(65,)","(71,)","(66,)","(68,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(1,)","(1,)","(0,)","(80,)","(88,)","(83,)","(85,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(1,)","(1,)","(0,)"
"(2,)","(1,)","(53,)","(0,)","(93,)","(97,)","(95,)","(96,)","(2.84,)","(0.0,)","(51.33,)","(0.0,)","(2,)","(1,)","('null',)","(0,)","(0,)","(1,)","(1,)","(0,)"
"(2,)","(0,)","(190,)","(0,)","(95,)","(94,)","(96,)","(95,)","(0.0,)","(-1.54,)","(137.14,)","(0.0,)","(2,)","(0,)","('null',)","(0,)","(0,)","(0,)","(1,)","(0,)"
"(0,)","(0,)","(190,)","(0,)","(86,)","(83,)","(87,)","(86,)","(-2.84,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)","(1,)","(0,)"
"(0,)","(7,)","(190,)","(0,)","(72,)","(68,)","(72,)","(71,)","(0.0,)","(7.09,)","(0.0,)","(0.0,)","(0,)","(7,)","('null',)","(0,)","(0,)","(1,)","(1,)","(0,)"
"(0,)","(7,)","(190,)","(0,)","(56,)","(50,)","(56,)","(54,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(7,)","('null',)","(0,)","(0,)","(2,)","(1,)","(0,)"
"(0,)","(7,)","(190,)","(0,)","(41,)","(32,)","(39,)","(36,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(7,)","('null',)","(0,)","(0,)","(3,)","('null',)","(0,)"
"(0,)","(266,)","(190,)","(0,)","(25,)","(14,)","(22,)","(19,)","(0.0,)","(259.57,)","(0.0,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(4,)","('null',)","(0,)"
"(0,)","(266,)","(190,)","(0,)","(9,)","(-3,)","(5,)","(1,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(5,)","('null',)","(0,)"
"(0,)","(266,)","(190,)","(0,)","(-6,)","(-21,)","(-12,)","(-16,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(7,)","('null',)","(0,)"
"(0,)","(0,)","(190,)","(0,)","(-22,)","(-39,)","(-29,)","(-34,)","(0.0,)","(-266.67,)","(0.0,)","(0.0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(4,)","('null',)","(0,)"
"(0,)","(7,)","(190,)","(0,)","(-38,)","(-58,)","(-46,)","(-52,)","(0.0,)","(7.37,)","(0.0,)","(0.0,)","(0,)","(7,)","('null',)","(0,)","(0,)","(4,)","('null',)","(0,)"
"(0,)","(190,)","(190,)","(0,)","(-53,)","(-76,)","(-64,)","(-70,)","(0.0,)","(183.11,)","(0.0,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(3,)","('null',)","(0,)"
"(0,)","(190,)","(190,)","(0,)","(-54,)","(-79,)","(-66,)","(-74,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(3,)","('null',)","(0,)"
"(0,)","(190,)","(190,)","(0,)","(-42,)","(-67,)","(-55,)","(-62,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(3,)","('null',)","(0,)"
"(0,)","(190,)","(190,)","(0,)","(-27,)","(-51,)","(-41,)","(-47,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(3,)","('null',)","(0,)"
"(0,)","(190,)","(190,)","(0,)","(-12,)","(-34,)","(-25,)","(-30,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(7,)","('null',)","(0,)"
"(0,)","(190,)","(190,)","(0,)","(2,)","(-17,)","(-9,)","(-13,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","('null',)","('null',)","(0,)"
"(0,)","(0,)","(190,)","(0,)","(6,)","(0,)","(4,)","(3,)","(0.0,)","(-190.48,)","(0.0,)","(0.0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)"
"(0,)","(0,)","(190,)","(0,)","(1,)","(8,)","(7,)","(9,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)"
"(0,)","(0,)","(190,)","(0,)","(-1,)","(3,)","(1,)","(3,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)"
"(0,)","(0,)","(28,)","(0,)","(0,)","(-2,)","(-2,)","(-3,)","(0.0,)","(0.0,)","(-161.49,)","(0.0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)"
"(0,)","(0,)","(266,)","(0,)","(7,)","(2,)","(3,)","(1,)","(0.0,)","(0.0,)","(237.68,)","(0.0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)"
"(0,)","(3,)","(266,)","(0,)","(20,)","(16,)","(16,)","(14,)","(0.0,)","(3.49,)","(0.0,)","(0.0,)","(0,)","(3,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)"
"(0,)","(3,)","(266,)","(0,)","(34,)","(32,)","(32,)","(30,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(3,)","('null',)","(0,)","(0,)","(1,)","('null',)","(0,)"
"(0,)","(3,)","(266,)","(0,)","(49,)","(49,)","(47,)","(46,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(3,)","('null',)","(0,)","(0,)","(1,)","('null',)","(0,)"
"(0,)","(3,)","(266,)","(0,)","(65,)","(66,)","(63,)","(63,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(3,)","('null',)","(0,)","(0,)","(2,)","('null',)","(0,)"
"(0,)","(3,)","(266,)","(0,)","(80,)","(83,)","(79,)","(80,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(3,)","('null',)","(0,)","(0,)","(2,)","('null',)","(0,)"
"(0,)","(3,)","(190,)","(0,)","(93,)","(97,)","(94,)","(95,)","(0.0,)","(0.0,)","(-76.19,)","(0.0,)","(0,)","(3,)","('null',)","(0,)","(0,)","(3,)","('null',)","(0,)"
"(0,)","(26,)","(222,)","(0,)","(96,)","(98,)","(98,)","(99,)","(0.0,)","(23.18,)","(31.75,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(3,)","('null',)","(0,)"
"(0,)","(26,)","(222,)","(0,)","(96,)","(96,)","(97,)","(97,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(3,)","('null',)","(0,)"
"(0,)","(0,)","(222,)","(0,)","(97,)","(97,)","(97,)","(97,)","(0.0,)","(-26.67,)","(0.0,)","(0.0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(2,)","('null',)","(0,)"
"(0,)","(10,)","(13,)","(0,)","(90,)","(90,)","(90,)","(90,)","(0.0,)","(10.03,)","(-209.02,)","(0.0,)","(0,)","(10,)","(13,)","(0,)","(0,)","(4,)","(13,)","(0,)"
